Date,EUR/USD Close,USD/CHF Close,USD/CAD Close,EUR/JPY Close,EUR/CHF Close,AUD/USD Close,CHF/JPY Close,NZD/USD Close
3/26/15,1.08894,0.96207,1.24705,129.855,1.04762,0.78187,123.934,0.75783
3/27/15,1.08962,0.95967,1.25981,129.794,1.04562,0.77534,124.106,0.75757
3/30/15,1.08124,0.96835,1.26934,129.929,1.04716,0.76428,124.064,0.74932
3/31/15,1.07468,0.97188,1.26592,128.879,1.04451,0.76123,123.365,0.7477
4/1/15,1.07589,0.9659,1.26232,128.701,1.03944,0.75991,123.802,0.7451
4/2/15,1.0883,0.95949,1.2567,130.29,1.04434,0.75744,124.737,0.74945
4/3/15,1.0995,0.9507,1.2444,130.73,1.0453,0.7652,125.05,0.7593
4/6/15,1.09224,0.95865,1.24966,130.618,1.04715,0.75934,124.718,0.75418
4/7/15,1.0822,0.96624,1.25012,130.229,1.04571,0.76391,124.52,0.74956
4/8/15,1.07867,0.96584,1.25448,129.49,1.04179,0.76941,124.296,0.75596
4/9/15,1.06476,0.97828,1.25951,128.481,1.04155,0.7689,123.322,0.75461
4/10/15,1.06013,0.97853,1.25859,127.384,1.03738,0.76822,122.784,0.75411
4/13/15,1.05751,0.97701,1.2586,126.953,1.03321,0.75903,122.851,0.74516
4/14/15,1.06524,0.97271,1.24907,127.188,1.03615,0.76298,122.723,0.75199
4/15/15,1.06771,0.96505,1.23093,127.23,1.03051,0.7673,123.44,0.75823
4/16/15,1.07745,0.95591,1.21722,128.248,1.03004,0.78022,124.503,0.7671
4/17/15,1.082,0.9514,1.2226,128.554,1.02958,0.77877,124.837,0.7694
4/20/15,1.07358,0.95615,1.2223,128.041,1.0266,0.7724,124.69,0.7654
4/21/15,1.0734,0.9547,1.2282,128.449,1.0249,0.7706,125.31,0.76631
4/22/15,1.0728,0.9699,1.2227,128.64,1.0407,0.7764,123.59,0.766
4/23/15,1.0826,0.95481,1.2148,129.389,1.0337,0.7777,125.142,0.75898
4/24/15,1.0862,0.9535,1.21673,129.163,1.0359,0.7816,124.645,0.75951
4/27/15,1.08805,0.9559,1.20984,129.592,1.04041,0.78493,124.54,0.76408
4/28/15,1.0968,0.9562,1.20241,130.381,1.04864,0.80092,124.3,0.7716
4/29/15,1.1108,0.9405,1.20122,132.19,1.0447,0.8024,126.498,0.7692
4/30/15,1.123,0.9331,1.2096,134.102,1.0479,0.79034,127.96,0.7626
5/1/15,1.1211,0.9324,1.2157,134.72,1.0455,0.784,128.83,0.7535
5/4/15,1.11466,0.93377,1.2092,133.89,1.041,0.7842,128.58,0.75311
5/5/15,1.11948,0.92667,1.207,134.162,1.0373,0.794,129.312,0.7561
5/6/15,1.1346,0.9161,1.2041,135.5,1.03955,0.79659,130.3,0.74957
5/7/15,1.1266,0.92153,1.21291,134.996,1.0382,0.79015,129.98,0.74421
5/8/15,1.12065,0.93131,1.2089,134.197,1.04385,0.79287,128.549,0.74786
5/11/15,1.11568,0.934,1.2097,134.026,1.04215,0.7898,128.58,0.7343
5/12/15,1.1216,0.9285,1.2002,134.39,1.0417,0.7988,129,0.7369
5/13/15,1.13477,0.9171,1.19708,135.206,1.0408,0.81,129.89,0.74682
5/14/15,1.1402,0.91278,1.19973,135.891,1.0408,0.8077,130.53,0.7499
5/15/15,1.14459,0.9155,1.20223,136.608,1.048,0.8034,130.33,0.7477
5/18/15,1.13094,0.9254,1.21643,135.71,1.04684,0.7983,129.62,0.7374
5/19/15,1.11537,0.937,1.22268,134.65,1.0452,0.7912,128.794,0.7342
5/20/15,1.1108,0.93584,1.2191,134.568,1.03958,0.78934,129.43,0.7314
5/21/15,1.11221,0.9349,1.2207,134.538,1.04088,0.78894,129.227,0.73299
5/22/15,1.10121,0.9433,1.2301,133.82,1.03898,0.78183,128.792,0.7308
5/25/15,1.0978,0.94534,1.23087,133.387,1.0379,0.7825,128.44,0.73106
5/26/15,1.0875,0.95263,1.24221,133.791,1.036,0.7736,129.11,0.72292
5/27/15,1.0902,0.95045,1.2456,134.907,1.0362,0.7726,130.19,0.72386
5/28/15,1.09398,0.94358,1.24301,135.681,1.0323,0.765,131.41,0.71706
5/29/15,1.09813,0.93999,1.24449,136.23,1.03229,0.7644,131.98,0.71
6/1/15,1.09259,0.946,1.25319,136.367,1.03378,0.7604,131.9,0.7089
6/2/15,1.11518,0.93294,1.24058,138.327,1.0404,0.77772,132.932,0.71796
6/3/15,1.12683,0.9349,1.2453,140.046,1.0535,0.778,132.88,0.7142
6/4/15,1.1243,0.93257,1.2491,139.748,1.0486,0.76856,133.252,0.71241
6/5/15,1.111,0.93995,1.24386,139.6,1.04433,0.7622,133.6,0.7042
6/8/15,1.12822,0.9285,1.24,140.36,1.04785,0.7703,133.92,0.7144
6/9/15,1.1278,0.9306,1.2341,140.253,1.04978,0.7684,133.579,0.7135
6/10/15,1.132,0.9315,1.22651,138.926,1.05451,0.77571,131.72,0.7197
6/11/15,1.12595,0.93365,1.22799,138.99,1.05162,0.77529,132.15,0.70151
6/12/15,1.1252,0.9288,1.23109,138.88,1.0453,0.77316,132.819,0.6981
6/15/15,1.1285,0.92856,1.2312,139.2,1.0485,0.7765,132.75,0.6994
6/16/15,1.1247,0.9318,1.23126,138.763,1.0481,0.7743,132.367,0.69897
6/17/15,1.1335,0.9214,1.2236,139.86,1.0443,0.7747,133.87,0.6989
6/18/15,1.1372,0.9211,1.22276,139.796,1.0478,0.7799,133.39,0.6936
6/19/15,1.13434,0.9171,1.2264,139.17,1.0405,0.7767,133.722,0.68983
6/22/15,1.1322,0.9222,1.23279,139.72,1.0443,0.7721,133.759,0.6861
6/23/15,1.1162,0.93506,1.23396,138.408,1.04389,0.77257,132.57,0.68433
6/24/15,1.1203,0.9339,1.2396,138.83,1.0463,0.7705,132.59,0.6888
6/25/15,1.12,0.93624,1.23238,138.45,1.0488,0.77392,131.99,0.69054
6/26/15,1.1169,0.93376,1.23158,138.31,1.04305,0.76573,132.6,0.6842
6/29/15,1.1229,0.927,1.23906,137.536,1.04109,0.7683,132.11,0.6855
6/30/15,1.1144,0.93536,1.2484,136.349,1.0424,0.77105,130.749,0.6771
7/1/15,1.1048,0.9484,1.2588,136.09,1.0478,0.7648,129.83,0.6746
7/2/15,1.10873,0.94333,1.2551,136.458,1.0458,0.76244,130.45,0.672
7/3/15,1.1067,0.94289,1.25787,135.942,1.0435,0.7516,130.23,0.6686
7/6/15,1.1049,0.9427,1.26537,135.308,1.0415,0.74928,129.863,0.6681
7/7/15,1.1024,0.9451,1.2703,135.15,1.042,0.7452,129.68,0.6654
7/8/15,1.10683,0.9453,1.2735,133.384,1.0467,0.74286,127.46,0.673
7/9/15,1.1025,0.9477,1.27117,133.742,1.0449,0.7443,127.96,0.67308
7/10/15,1.11451,0.93992,1.2679,136.894,1.0475,0.7442,130.63,0.6722
7/13/15,1.1011,0.9492,1.2731,135.841,1.0452,0.7413,129.95,0.6693
7/14/15,1.1003,0.9451,1.27436,135.749,1.0399,0.74444,130.51,0.67024
7/15/15,1.0942,0.9522,1.2928,135.406,1.0421,0.73711,129.903,0.659
7/16/15,1.0875,0.95746,1.29576,134.96,1.04139,0.7405,129.621,0.6511
7/17/15,1.0849,0.9603,1.2987,134.63,1.0418,0.7378,129.17,0.6525
7/20/15,1.0824,0.9645,1.2995,134.521,1.0441,0.73702,128.848,0.6564
7/21/15,1.0935,0.9586,1.29607,135.57,1.0483,0.742,129.29,0.6632
7/22/15,1.09138,0.9605,1.30399,135.34,1.0484,0.73747,129.05,0.65847
7/23/15,1.0998,0.9581,1.3032,136.129,1.0537,0.73618,129.161,0.66216
7/24/15,1.0978,0.9616,1.3053,135.91,1.0564,0.7281,128.62,0.6568
7/27/15,1.1094,0.96288,1.30416,136.74,1.0684,0.7277,127.985,0.6605
7/28/15,1.1055,0.9628,1.2931,136.591,1.0644,0.7326,128.3,0.6681
7/29/15,1.0981,0.968,1.2944,136.07,1.0632,0.72943,127.94,0.6673
7/30/15,1.0927,0.9692,1.30038,135.66,1.0594,0.729,128.03,0.66
7/31/15,1.0986,0.9661,1.3081,136.11,1.0617,0.7307,128.17,0.6601
8/3/15,1.0947,0.96953,1.3157,135.738,1.06159,0.72699,127.849,0.65849
8/4/15,1.0888,0.9782,1.3179,135.363,1.0651,0.7382,127.077,0.6532
8/5/15,1.0902,0.9793,1.31847,136.13,1.0678,0.7354,127.426,0.65085
8/6/15,1.09316,0.9799,1.3115,136.289,1.0714,0.73479,127.165,0.6553
8/7/15,1.0963,0.98354,1.3135,136.148,1.07823,0.74074,126.24,0.6618
8/10/15,1.1014,0.9839,1.30107,137.265,1.08354,0.7406,126.64,0.6613
8/11/15,1.1034,0.9888,1.31155,138.037,1.0912,0.7291,126.46,0.6529
8/12/15,1.1165,0.97503,1.2981,138.72,1.08873,0.7378,127.387,0.6619
8/13/15,1.1146,0.9758,1.30629,138.651,1.08778,0.73617,127.453,0.65721
8/14/15,1.1104,0.97687,1.3092,138.01,1.08482,0.73734,127.216,0.6539
8/17/15,1.10809,0.97662,1.3088,137.83,1.0819,0.7374,127.28,0.6569
8/18/15,1.1033,0.9766,1.306,137.21,1.0776,0.7341,127.31,0.6586
8/19/15,1.1127,0.9649,1.30966,137.723,1.07383,0.7358,128.23,0.66207
8/20/15,1.12022,0.9606,1.3081,138.345,1.07649,0.7337,128.542,0.6626
8/21/15,1.136,0.9485,1.3169,138.787,1.0777,0.7333,128.77,0.6693
8/24/15,1.158,0.9346,1.3256,137.65,1.0823,0.7179,127.16,0.6492
8/25/15,1.1467,0.94177,1.3318,136.763,1.07978,0.71611,126.65,0.6489
8/26/15,1.13232,0.95335,1.33364,135.661,1.07957,0.7111,125.649,0.64284
8/27/15,1.12626,0.96458,1.3233,136.06,1.08643,0.7161,125.199,0.6458
8/28/15,1.11831,0.9623,1.3213,135.743,1.07618,0.7165,125.92,0.64612
8/31/15,1.1229,0.96565,1.3169,136.08,1.08458,0.71173,125.458,0.6334
9/1/15,1.1298,0.96051,1.3215,135.317,1.08526,0.7026,124.667,0.6333
9/2/15,1.1222,0.9693,1.3279,134.933,1.0881,0.7034,123.987,0.6338
9/3/15,1.1123,0.97302,1.31859,133.385,1.08239,0.7012,123.22,0.6394
9/4/15,1.1138,0.97275,1.3256,132.56,1.0834,0.6928,122.325,0.6297
9/7/15,1.1169,0.975,1.32993,133.313,1.089,0.6926,122.399,0.625
9/8/15,1.1205,0.9793,1.3212,134.33,1.0975,0.7028,122.35,0.63516
9/9/15,1.1202,0.9737,1.3239,135.05,1.0908,0.7016,123.775,0.63959
9/10/15,1.1283,0.9721,1.323,136,1.0971,0.7069,123.945,0.6297
9/11/15,1.1336,0.9689,1.3255,136.68,1.09859,0.70816,124.387,0.6315
9/14/15,1.13132,0.96859,1.3259,135.922,1.0958,0.7134,124.015,0.6329
9/15/15,1.1267,0.9744,1.32437,135.711,1.09818,0.7145,123.49,0.6358
9/16/15,1.1278,0.97073,1.3185,136.043,1.09513,0.71959,124.22,0.63672
9/17/15,1.142,0.9601,1.31327,137.009,1.0965,0.7207,124.924,0.63857
9/18/15,1.1301,0.96894,1.32191,135.54,1.095,0.719,123.76,0.6398
9/21/15,1.1194,0.9709,1.32424,134.888,1.0871,0.7129,124.049,0.6314
9/22/15,1.113,0.9744,1.3255,133.649,1.0845,0.7085,123.195,0.6294
9/23/15,1.1182,0.97917,1.3341,134.45,1.09506,0.6992,122.765,0.62442
9/24/15,1.1225,0.9761,1.3318,134.68,1.0958,0.7026,122.85,0.6356
9/25/15,1.11968,0.9796,1.33198,135.04,1.09699,0.70275,123.08,0.63814
9/28/15,1.1234,0.97453,1.33852,134.631,1.0947,0.69865,122.952,0.63329
9/29/15,1.12619,0.97057,1.34312,134.659,1.09307,0.6979,123.16,0.6347
9/30/15,1.1165,0.9751,1.3347,133.937,1.0889,0.701,122.978,0.6384
10/1/15,1.11844,0.97759,1.32589,134.08,1.0934,0.70279,122.46,0.64044
10/2/15,1.12038,0.9719,1.3165,134.46,1.08906,0.7042,123.474,0.6441
10/5/15,1.1184,0.9754,1.30888,134.74,1.0911,0.7085,123.45,0.65027
10/6/15,1.12685,0.9672,1.3034,135.515,1.0898,0.71671,124.308,0.6545
10/7/15,1.1247,0.973,1.3065,134.88,1.0944,0.7208,123.21,0.6608
10/8/15,1.1274,0.9666,1.3013,135.18,1.0897,0.7256,124.02,0.6663
10/9/15,1.13551,0.96151,1.2945,136.539,1.09178,0.73244,125.17,0.6692
10/12/15,1.13654,0.9622,1.3007,136.374,1.0936,0.7358,124.671,0.67162
10/13/15,1.13862,0.957,1.30187,136.31,1.0897,0.726,125.07,0.66668
10/14/15,1.1485,0.949,1.29234,136.434,1.0898,0.7304,125.16,0.6801
10/15/15,1.13771,0.9517,1.28456,135.286,1.0827,0.7329,124.881,0.68539
10/16/15,1.13564,0.9525,1.2911,135.676,1.0818,0.7271,125.4,0.6814
10/19/15,1.13229,0.9562,1.30206,135.301,1.08271,0.72502,124.953,0.67897
10/20/15,1.13448,0.95602,1.29793,136,1.0846,0.72634,125.35,0.6754
10/21/15,1.134,0.9588,1.3127,136.04,1.08773,0.7212,125.05,0.67228
10/22/15,1.11169,0.9732,1.31067,134.146,1.08195,0.72103,123.97,0.67851
10/23/15,1.0998,0.97962,1.31882,133.58,1.0775,0.7206,123.94,0.6745
10/26/15,1.105,0.98257,1.31632,133.718,1.08593,0.72488,123.114,0.6786
10/27/15,1.10384,0.98693,1.3266,132.863,1.0894,0.71941,121.942,0.6774
10/28/15,1.09182,0.9949,1.3178,132.263,1.0862,0.71,121.739,0.66614
10/29/15,1.09806,0.9896,1.31614,132.94,1.0865,0.7075,122.29,0.66889
10/30/15,1.0996,0.98817,1.3079,132.711,1.0867,0.7131,122.1,0.6769
11/2/15,1.1008,0.9868,1.31,132.973,1.0865,0.71374,122.35,0.67339
11/3/15,1.0965,0.9901,1.30532,132.632,1.08574,0.71956,122.14,0.67001
11/4/15,1.0862,0.99364,1.3154,132.017,1.0792,0.71509,122.3,0.65868
11/5/15,1.0881,0.9951,1.3159,132.45,1.083,0.71435,122.28,0.6618
11/6/15,1.0741,1.0057,1.3291,132.33,1.0805,0.7047,122.46,0.6524
11/9/15,1.0758,1.003,1.3277,132.45,1.0788,0.7051,122.75,0.6549
11/10/15,1.07134,1.0064,1.3266,132.03,1.0784,0.70253,122.41,0.65345
11/11/15,1.074,1.0044,1.3258,131.954,1.07895,0.7061,122.29,0.65576
11/12/15,1.0811,1.0002,1.32783,132.53,1.0813,0.71249,122.55,0.65372
11/13/15,1.07436,1.0067,1.33094,131.81,1.08211,0.7128,121.806,0.65368
11/16/15,1.06823,1.0097,1.33224,131.632,1.07873,0.7095,122,0.6495
11/17/15,1.0648,1.01429,1.3315,131.34,1.08,0.7118,121.59,0.64733
11/18/15,1.06542,1.0187,1.33219,131.611,1.0851,0.7105,121.19,0.6461
11/19/15,1.0733,1.0129,1.32979,131.89,1.08775,0.71911,121.235,0.6552
11/20/15,1.0647,1.01878,1.3338,130.82,1.0848,0.72346,120.587,0.65685
11/23/15,1.06271,1.0189,1.33759,130.591,1.08285,0.71861,120.59,0.65112
11/24/15,1.0646,1.0153,1.33,130.4,1.0811,0.7245,120.59,0.65502
11/25/15,1.06181,1.0218,1.32926,130.306,1.0851,0.72542,120.06,0.65747
11/26/15,1.0606,1.0239,1.32885,130.01,1.0861,0.723,119.67,0.65719
11/27/15,1.05955,1.0299,1.33694,130.156,1.0915,0.7189,119.243,0.65322
11/30/15,1.05697,1.02816,1.33582,130.073,1.0868,0.72339,119.71,0.6581
12/1/15,1.0632,1.027,1.33709,130.58,1.092,0.7325,119.598,0.6682
12/2/15,1.062,1.01863,1.33656,130.795,1.08189,0.7301,120.88,0.66417
12/3/15,1.09557,0.99168,1.33394,134.15,1.08661,0.73524,123.45,0.6685
12/4/15,1.08699,0.9969,1.33759,133.921,1.0837,0.7338,123.55,0.6741
12/7/15,1.0847,0.99991,1.35139,133.777,1.0843,0.7264,123.31,0.66445
12/8/15,1.0888,0.9924,1.3587,133.98,1.0806,0.72072,123.94,0.66325
12/9/15,1.10291,0.9831,1.35928,133.69,1.0843,0.72138,123.26,0.6642
12/10/15,1.0937,0.9887,1.3622,133.062,1.0816,0.7283,122.99,0.6749
12/11/15,1.0991,0.98342,1.37413,132.84,1.0811,0.71862,122.86,0.67134
12/14/15,1.0996,0.98568,1.37389,132.896,1.08396,0.72408,122.59,0.67659
12/15/15,1.09137,0.9914,1.37409,132.839,1.0821,0.71927,122.71,0.6761
12/16/15,1.09165,0.99014,1.3786,133.398,1.0808,0.722,123.389,0.6778
12/17/15,1.0804,0.99719,1.3947,132.73,1.07753,0.7119,123.16,0.66912
12/18/15,1.08661,0.9922,1.39383,131.795,1.07814,0.7179,122.22,0.6737
12/21/15,1.09248,0.9912,1.39636,132.276,1.0829,0.7186,122.12,0.677
12/22/15,1.0954,0.98746,1.39413,132.623,1.08179,0.7229,122.58,0.68048
12/23/15,1.0922,0.9897,1.38578,132,1.0811,0.72429,122.07,0.6797
12/24/15,1.0952,0.9873,1.38358,131.79,1.0815,0.72682,121.83,0.68366
12/25/15,1.0963,0.98625,1.38275,131.907,1.08135,0.7269,121.975,0.6826
12/28/15,1.0972,0.98774,1.3894,132.059,1.0838,0.7252,121.81,0.68443
12/29/15,1.09324,0.99161,1.38234,131.677,1.084,0.7298,121.24,0.6872
12/30/15,1.0931,0.98574,1.38911,131.75,1.0779,0.7285,122.2,0.6841
12/31/15,1.0864,0.9994,1.3829,130.65,1.0864,0.7293,120.25,0.6834
1/1/16,1.0864,0.9994,1.3829,130.65,1.0864,0.7293,120.25,0.6834
1/4/16,1.08311,1.00242,1.3948,129.337,1.08574,0.7183,119.103,0.6745
1/5/16,1.0744,1.0087,1.3992,127.899,1.0838,0.7159,117.986,0.67008
1/6/16,1.0786,1.0067,1.40963,127.785,1.086,0.7055,117.63,0.66307
1/7/16,1.09258,0.9934,1.4087,128.511,1.08538,0.70068,118.38,0.663
1/8/16,1.09172,0.99468,1.4145,128.291,1.086,0.6976,118.1,0.65506
1/11/16,1.086,1.00101,1.42148,127.819,1.08727,0.69943,117.545,0.65561
1/12/16,1.08461,1.00319,1.4263,127.713,1.08811,0.69869,117.353,0.6535
1/13/16,1.0872,1.0061,1.4349,128.13,1.094,0.6968,117.1,0.653
1/14/16,1.0857,1.0058,1.4352,128.24,1.0922,0.6989,117.41,0.6478
1/15/16,1.0913,1.0016,1.45217,127.613,1.0933,0.6857,116.71,0.6446
1/18/16,1.0889,1.0051,1.4515,127.8,1.0946,0.6868,116.72,0.6444
1/19/16,1.09134,1.00274,1.4554,128.29,1.09436,0.69174,117.218,0.64917
1/20/16,1.08801,1.00562,1.44801,127.332,1.094,0.69228,116.367,0.64301
1/21/16,1.0883,1.0065,1.429,127.89,1.0955,0.6997,116.71,0.6508
1/22/16,1.0793,1.016,1.4151,128.23,1.0967,0.7005,116.9,0.6484
1/25/16,1.0852,1.013,1.42681,128.43,1.09965,0.6954,116.76,0.64631
1/26/16,1.08553,1.0172,1.40798,128.559,1.10446,0.7011,116.392,0.6504
1/27/16,1.08969,1.01464,1.411,129.22,1.1057,0.702,116.857,0.6438
1/28/16,1.09502,1.0131,1.40497,130.08,1.10949,0.70835,117.234,0.6478
1/29/16,1.0831,1.02409,1.4025,131.16,1.1092,0.707,118.22,0.6473
2/1/16,1.08929,1.01929,1.39227,131.93,1.1102,0.7104,118.8,0.65297
2/2/16,1.09177,1.019,1.40187,130.971,1.1124,0.7049,117.7,0.6477
2/3/16,1.1105,1.00472,1.37912,130.792,1.11567,0.7173,117.203,0.6671
2/4/16,1.12,0.99338,1.37417,130.779,1.1128,0.7196,117.5,0.6726
2/5/16,1.11452,0.9921,1.3894,130.39,1.1058,0.7069,117.87,0.6626
2/8/16,1.12042,0.98532,1.3928,129.418,1.1043,0.7084,117.17,0.6621
2/9/16,1.1287,0.9723,1.3877,129.876,1.09753,0.7054,118.32,0.6629
2/10/16,1.1291,0.9723,1.39164,127.998,1.09818,0.71115,116.548,0.66869
2/11/16,1.1331,0.97154,1.39309,127.237,1.10087,0.7095,115.55,0.67
2/12/16,1.12542,0.9764,1.38549,127.48,1.09894,0.7099,115.98,0.66207
2/15/16,1.11446,0.9878,1.3828,127.737,1.10091,0.7137,116,0.6646
2/16/16,1.11415,0.98848,1.388,126.893,1.1015,0.7099,115.19,0.6567
2/17/16,1.11437,0.99132,1.37168,126.81,1.1045,0.71835,114.78,0.6643
2/18/16,1.11023,0.9937,1.374,125.957,1.10346,0.7154,114.12,0.6634
2/19/16,1.1126,0.9903,1.3768,125.364,1.10196,0.71529,113.73,0.66418
2/22/16,1.10297,0.9984,1.3706,124.47,1.1012,0.72293,113,0.67089
2/23/16,1.10169,0.99194,1.37648,123.525,1.0928,0.72148,113.017,0.66596
2/24/16,1.10092,0.98857,1.36842,123.258,1.0882,0.721,113.253,0.66699
2/25/16,1.1036,0.9893,1.3545,124.49,1.0917,0.7234,113.97,0.6721
2/26/16,1.0938,0.99599,1.35138,124.52,1.0896,0.713,114.26,0.66324
2/29/16,1.08858,0.99821,1.35099,122.793,1.0866,0.7138,112.99,0.6585
3/1/16,1.08709,0.99658,1.33965,123.808,1.08338,0.7179,114.26,0.663
3/2/16,1.0866,0.9964,1.3431,123.18,1.0829,0.7291,113.727,0.6669
3/3/16,1.0964,0.99092,1.33966,124.575,1.08652,0.7353,114.63,0.6731
3/4/16,1.09938,0.9946,1.332,125.393,1.0936,0.74255,114.64,0.68005
3/7/16,1.1009,0.99518,1.3276,124.77,1.0956,0.7469,113.85,0.6778
3/8/16,1.10069,0.99585,1.34093,123.89,1.0961,0.7438,113.022,0.67423
3/9/16,1.10064,0.9967,1.32582,124.688,1.0971,0.74882,113.63,0.666
3/10/16,1.11849,0.98352,1.3356,126.557,1.10005,0.74438,115.035,0.66563
3/11/16,1.11529,0.9822,1.32367,126.913,1.0956,0.7558,115.831,0.674
3/14/16,1.1097,0.9871,1.3266,126.296,1.09546,0.75052,115.279,0.66644
3/15/16,1.111,0.9866,1.3351,125.6,1.0962,0.7451,114.58,0.66072
3/16/16,1.12248,0.9761,1.31285,126.39,1.09595,0.7554,115.36,0.6729
3/17/16,1.1316,0.96704,1.2986,126.232,1.0945,0.7645,115.31,0.6854
3/18/16,1.12681,0.96968,1.30242,125.88,1.09276,0.7595,115.19,0.6786
3/21/16,1.12494,0.9692,1.30765,125.803,1.0903,0.7583,115.35,0.6759
3/22/16,1.1219,0.9726,1.30386,126.028,1.0914,0.7622,115.456,0.6749
3/23/16,1.1181,0.9747,1.3207,125.68,1.08995,0.7524,115.308,0.6707
3/24/16,1.11753,0.97568,1.3241,126.04,1.09049,0.7529,115.57,0.6697
3/25/16,1.1162,0.97822,1.32622,126.241,1.09171,0.75087,115.585,0.66817
3/28/16,1.11999,0.9736,1.31797,126.927,1.09064,0.75411,116.37,0.67284
3/29/16,1.1302,0.966,1.3056,127.34,1.0918,0.76427,116.6,0.68569
3/30/16,1.13369,0.9637,1.29653,127.454,1.09268,0.7672,116.629,0.69352
3/31/16,1.13845,0.9605,1.29778,128.09,1.09344,0.76638,117.13,0.6912
4/1/16,1.1394,0.9584,1.3012,127.171,1.0921,0.76832,116.4,0.6899
4/4/16,1.1396,0.95875,1.3054,126.84,1.0929,0.76121,116.05,0.6834
4/5/16,1.1381,0.9567,1.3154,125.67,1.0888,0.7535,115.41,0.6791
4/6/16,1.1405,0.9552,1.3099,125.097,1.0894,0.7598,114.79,0.68256
4/7/16,1.13724,0.9555,1.31325,123.336,1.08691,0.7509,113.458,0.67787
4/8/16,1.13996,0.9536,1.29975,123.306,1.0873,0.7551,113.4,0.6807
4/11/16,1.14057,0.9542,1.2887,123.06,1.0881,0.76,113.063,0.686
4/12/16,1.1393,0.95483,1.2762,123.65,1.0881,0.7684,113.61,0.6916
4/13/16,1.12864,0.9659,1.28147,123.28,1.09031,0.76611,113.06,0.69271
4/14/16,1.1262,0.96649,1.2852,123.088,1.0887,0.7696,113.04,0.6854
4/15/16,1.1285,0.96785,1.28415,122.69,1.0921,0.7717,112.33,0.6912
4/18/16,1.13142,0.9645,1.28068,123.031,1.09133,0.7746,112.725,0.6944
4/19/16,1.1368,0.96085,1.2648,124.113,1.0923,0.7814,113.58,0.7045
4/20/16,1.1298,0.9716,1.26412,124.008,1.098,0.77959,112.932,0.6977
4/21/16,1.1293,0.9738,1.27314,123.57,1.10025,0.7738,112.3,0.69063
4/22/16,1.1229,0.9783,1.2666,125.333,1.0987,0.77129,114.04,0.68562
4/25/16,1.12626,0.9754,1.26883,125.19,1.09874,0.7706,113.93,0.6846
4/26/16,1.12817,0.97462,1.26204,125.75,1.09961,0.7738,114.349,0.6884
4/27/16,1.13125,0.97239,1.26205,126.048,1.10001,0.75758,114.57,0.6839
4/28/16,1.1352,0.96628,1.2541,122.651,1.09692,0.7627,111.81,0.6966
4/29/16,1.14465,0.95899,1.25399,121.832,1.09781,0.7606,110.979,0.6985
5/2/16,1.15182,0.9551,1.2545,122.66,1.10031,0.76566,111.46,0.70088
5/3/16,1.15055,0.9541,1.27253,122.476,1.09799,0.74879,111.54,0.6915
5/4/16,1.1493,0.9565,1.28652,122.93,1.09971,0.74589,111.78,0.68827
5/5/16,1.1401,0.96836,1.28599,122.284,1.104,0.7463,110.74,0.68813
5/6/16,1.14018,0.9717,1.2921,122.1,1.10803,0.73647,110.202,0.68348
5/9/16,1.13847,0.97112,1.2967,123.468,1.10566,0.73149,111.66,0.67744
5/10/16,1.13691,0.9756,1.2911,124.2,1.1093,0.7364,111.95,0.6761
5/11/16,1.14234,0.97123,1.28405,123.914,1.10952,0.7379,111.675,0.683
5/12/16,1.1371,0.9707,1.28365,124.043,1.104,0.73248,112.32,0.68162
5/13/16,1.13188,0.9742,1.29333,122.9,1.1024,0.72693,111.465,0.67746
5/16/16,1.13195,0.97765,1.28983,123.372,1.10687,0.7291,111.44,0.6791
5/17/16,1.1319,0.9794,1.2915,123.41,1.1089,0.73237,111.26,0.6807
5/18/16,1.12195,0.987,1.30183,123.621,1.1075,0.72242,111.59,0.6728
5/19/16,1.1202,0.9902,1.30941,123.154,1.1094,0.7224,110.98,0.67444
5/20/16,1.1214,0.99102,1.31263,123.485,1.1114,0.7221,111.1,0.6764
5/23/16,1.12146,0.98938,1.31431,122.538,1.10983,0.72227,110.42,0.6765
5/24/16,1.11403,0.9931,1.31441,122.545,1.1063,0.71758,110.73,0.6733
5/25/16,1.11604,0.99066,1.3034,122.92,1.1055,0.72,111.17,0.6767
5/26/16,1.11901,0.98904,1.2984,122.806,1.10678,0.72163,110.95,0.67461
5/27/16,1.1113,0.9942,1.30324,122.65,1.10499,0.7183,110.937,0.6693
5/30/16,1.1134,0.99332,1.30488,123.734,1.1057,0.71841,111.851,0.6692
5/31/16,1.11338,0.9932,1.3107,123.162,1.10582,0.72274,111.36,0.67584
6/1/16,1.11923,0.98782,1.306,122.562,1.10561,0.7257,110.83,0.6819
6/2/16,1.1147,0.9907,1.3104,121.373,1.1045,0.7224,109.87,0.68011
6/3/16,1.13518,0.97629,1.2941,121.05,1.10841,0.73661,109.18,0.69563
6/6/16,1.13656,0.9702,1.2816,122.16,1.10293,0.7369,110.74,0.6925
6/7/16,1.1359,0.9653,1.276,121.93,1.09661,0.7456,111.16,0.6971
6/8/16,1.13943,0.9593,1.27005,121.95,1.09323,0.74744,111.54,0.70177
6/9/16,1.1329,0.9633,1.2709,121.16,1.0914,0.74433,111,0.7128
6/10/16,1.1261,0.9638,1.27556,120.249,1.0853,0.7375,110.77,0.70602
6/13/16,1.1289,0.96419,1.28037,119.951,1.08862,0.73882,110.17,0.70473
